assignment,is_actual,pre_mean,post_mean
宮城:1978|新潟:1975|山形:1981|山梨:1977|長野:1978|秋田:1982,0,-0.2743676063083679,0.23385911674212673
宮城:1978|新潟:1975|山形:1981|山梨:1977|長野:1982|秋田:1978,0,-0.10722291046085829,0.14798642973438436
宮城:1978|新潟:1975|山形:1981|山梨:1978|長野:1977|秋田:1982,0,-0.43840968555632115,0.11834178604887123
宮城:1978|新潟:1975|山形:1981|山梨:1978|長野:1982|秋田:1977,0,-0.1306969477321544,0.11904647180895202
宮城:1978|新潟:1975|山形:1981|山梨:1982|長野:1977|秋田:1978,0,-0.3220619602020904,0.20514675399949134
宮城:1978|新潟:1975|山形:1981|山梨:1982|長野:1978|秋田:1977,0,-0.1814939182254183,0.2917241267673136
宮城:1978|新潟:1975|山形:1982|山梨:1977|長野:1978|秋田:1981,0,-0.13687908329737683,0.36338589826336704
宮城:1978|新潟:1975|山形:1982|山梨:1977|長野:1981|秋田:1978,0,-0.06957403780402845,0.18588837847065068
宮城:1978|新潟:1975|山形:1982|山梨:1978|長野:1977|秋田:1981,0,-0.30092116254533546,0.24786856757011497
宮城:1978|新潟:1975|山形:1982|山梨:1978|長野:1981|秋田:1977,0,-0.09304807507532521,0.1569484205452143
宮城:1978|新潟:1975|山形:1982|山梨:1981|長野:1977|秋田:1978,0,-0.2996686349734338,0.209040861528869
宮城:1978|新潟:1975|山形:1982|山梨:1981|長野:1978|秋田:1977,0,-0.15910059299676899,0.2956182342966978
宮城:1978|新潟:1977|山形:1975|山梨:1978|長野:1981|秋田:1982,0,0.07013490969580767,0.39112315446505536
宮城:1978|新潟:1977|山形:1975|山梨:1978|長野:1982|秋田:1981,0,0.16997456004998587,0.48274798725005036
宮城:1978|新潟:1977|山形:1975|山梨:1981|長野:1978|秋田:1982,0,0.0040823917743682036,0.5297929682165476
宮城:1978|新潟:1977|山形:1975|山梨:1981|長野:1982|秋田:1978,0,0.17122708762188282,0.4439202812088104
宮城:1978|新潟:1977|山形:1975|山梨:1982|長野:1978|秋田:1981,0,0.11917758955672185,0.6554256422084119
宮城:1978|新潟:1977|山形:1975|山梨:1982|長野:1981|秋田:1978,0,0.18648263505004764,0.47792812241567195
宮城:1978|新潟:1977|山形:1978|山梨:1975|長野:1981|秋田:1982,0,0.15238949412115113,0.307045178308142
宮城:1978|新潟:1977|山形:1978|山梨:1975|長野:1982|秋田:1981,0,0.2522291444753331,0.3986700110931316
宮城:1978|新潟:1977|山形:1978|山梨:1981|長野:1975|秋田:1982,0,-0.19136920914618824,0.34640502833767084
宮城:1978|新潟:1977|山形:1978|山梨:1981|長野:1982|秋田:1975,0,0.3621181291617662,0.47486555752776044
宮城:1978|新潟:1977|山形:1978|山梨:1982|長野:1975|秋田:1981,0,-0.07627401136384382,0.4720377023295281
宮城:1978|新潟:1977|山形:1978|山梨:1982|長野:1981|秋田:1975,0,0.37737367658993487,0.5088733987346269
宮城:1978|新潟:1977|山形:1981|山梨:1975|長野:1978|秋田:1982,0,-0.12186022012660716,0.22922299281359929
宮城:1978|新潟:1977|山形:1981|山梨:1975|長野:1982|秋田:1978,0,0.045284475720892815,0.1433503058058626
宮城:1978|新潟:1977|山形:1981|山梨:1978|長野:1975|秋田:1982,0,-0.39956640547250916,0.12991302909165048
宮城:1978|新潟:1977|山形:1981|山梨:1978|長野:1982|秋田:1975,0,0.15392093283544844,0.25837355828173736
宮城:1978|新潟:1977|山形:1981|山梨:1982|長野:1975|秋田:1978,0,-0.28321868011826173,0.2167179970422775
宮城:1978|新潟:1977|山形:1981|山梨:1982|長野:1978|秋田:1975,0,0.10312396234219334,0.43105121324011547
