check_id,taxonomy,scope,parent_major_code,industry_code,capital_size_code,metric_id,measure,expected_oku_yen,actual_oku_yen,difference_oku_yen,tolerance_oku_yen,status
leaf_parent_136_25_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,136,,25,capex_including_software,yoy_delta,113.07999999999993,113.07999999999993,0.0,0.01,PASS
leaf_parent_136_25_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,136,,25,capex_excluding_software,current,1120.97,1120.97,0.0,0.01,PASS
leaf_parent_136_25_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,136,,25,capex_excluding_software,previous,1004.46,1004.46,0.0,0.01,PASS
leaf_parent_136_25_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,136,,25,capex_excluding_software,yoy_delta,116.50999999999999,116.50999999999999,0.0,0.01,PASS
leaf_parent_142_26_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,sales,current,264009.38,264009.38,0.0,0.01,PASS
leaf_parent_142_26_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,sales,previous,254926.15,254926.15,0.0,0.01,PASS
leaf_parent_142_26_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,sales,yoy_delta,9083.23000000001,9083.23000000001,0.0,0.01,PASS
leaf_parent_142_26_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,operating_profit,current,20832.23,20832.23,0.0,0.01,PASS
leaf_parent_142_26_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,operating_profit,previous,19154.29,19154.29,0.0,0.01,PASS
leaf_parent_142_26_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,operating_profit,yoy_delta,1677.9399999999987,1677.9399999999987,0.0,0.01,PASS
leaf_parent_142_26_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,ordinary_profit,current,23103.3,23103.3,0.0,0.01,PASS
leaf_parent_142_26_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,ordinary_profit,previous,23062.11,23062.11,0.0,0.01,PASS
leaf_parent_142_26_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,ordinary_profit,yoy_delta,41.18999999999869,41.18999999999869,0.0,0.01,PASS
leaf_parent_142_26_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_including_software,current,18295.9,18295.9,0.0,0.01,PASS
leaf_parent_142_26_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_including_software,previous,17220.87,17220.87,0.0,0.01,PASS
leaf_parent_142_26_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_including_software,yoy_delta,1075.0300000000025,1075.0300000000025,0.0,0.01,PASS
leaf_parent_142_26_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_excluding_software,current,12160.24,12160.24,0.0,0.01,PASS
leaf_parent_142_26_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_excluding_software,previous,11753.82,11753.82,0.0,0.01,PASS
leaf_parent_142_26_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,26,capex_excluding_software,yoy_delta,406.4200000000001,406.4200000000001,0.0,0.01,PASS
leaf_parent_142_19_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,sales,current,68438.27,68438.27,0.0,0.01,PASS
leaf_parent_142_19_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,sales,previous,59099.55,59099.55,0.0,0.01,PASS
leaf_parent_142_19_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,sales,yoy_delta,9338.720000000001,9338.720000000001,0.0,0.01,PASS
leaf_parent_142_19_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,operating_profit,current,965.7,965.7,0.0,0.01,PASS
leaf_parent_142_19_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,operating_profit,previous,2847.73,2847.73,0.0,0.01,PASS
leaf_parent_142_19_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,operating_profit,yoy_delta,-1882.03,-1882.03,0.0,0.01,PASS
leaf_parent_142_19_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,ordinary_profit,current,1243.82,1243.82,0.0,0.01,PASS
leaf_parent_142_19_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,ordinary_profit,previous,2397.15,2397.15,0.0,0.01,PASS
leaf_parent_142_19_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,ordinary_profit,yoy_delta,-1153.3300000000002,-1153.3300000000002,0.0,0.01,PASS
leaf_parent_142_19_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_including_software,current,2335.86,2335.86,0.0,0.01,PASS
leaf_parent_142_19_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_including_software,previous,943.26,943.26,0.0,0.01,PASS
leaf_parent_142_19_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_including_software,yoy_delta,1392.6000000000001,1392.6000000000001,0.0,0.01,PASS
leaf_parent_142_19_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_excluding_software,current,1069.43,1069.43,0.0,0.01,PASS
leaf_parent_142_19_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_excluding_software,previous,341.07,341.07,0.0,0.01,PASS
leaf_parent_142_19_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,19,capex_excluding_software,yoy_delta,728.3600000000001,728.3600000000001,0.0,0.01,PASS
leaf_parent_142_24_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,sales,current,77960.2,77960.2,0.0,0.01,PASS
leaf_parent_142_24_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,sales,previous,88787.31,88787.31,0.0,0.01,PASS
leaf_parent_142_24_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,sales,yoy_delta,-10827.11,-10827.11,0.0,0.01,PASS
leaf_parent_142_24_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,operating_profit,current,8764.28,8764.28,0.0,0.01,PASS
leaf_parent_142_24_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,operating_profit,previous,6472.6,6472.6,0.0,0.01,PASS
leaf_parent_142_24_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,operating_profit,yoy_delta,2291.6800000000003,2291.6800000000003,0.0,0.01,PASS
leaf_parent_142_24_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,ordinary_profit,current,8911.74,8911.74,0.0,0.01,PASS
leaf_parent_142_24_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,ordinary_profit,previous,8464.12,8464.12,0.0,0.01,PASS
leaf_parent_142_24_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,ordinary_profit,yoy_delta,447.619999999999,447.619999999999,0.0,0.01,PASS
leaf_parent_142_24_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_including_software,current,3959.69,3959.69,0.0,0.01,PASS
leaf_parent_142_24_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_including_software,previous,3728.74,3728.74,0.0,0.01,PASS
leaf_parent_142_24_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_including_software,yoy_delta,230.95000000000027,230.95000000000027,0.0,0.01,PASS
leaf_parent_142_24_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_excluding_software,current,2510.94,2510.94,0.0,0.01,PASS
leaf_parent_142_24_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_excluding_software,previous,2227.92,2227.92,0.0,0.01,PASS
leaf_parent_142_24_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,24,capex_excluding_software,yoy_delta,283.02,283.02,0.0,0.01,PASS
leaf_parent_142_25_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,sales,current,117610.91,117610.91,0.0,0.01,PASS
leaf_parent_142_25_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,sales,previous,107039.29,107039.29,0.0,0.01,PASS
leaf_parent_142_25_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,sales,yoy_delta,10571.62000000001,10571.62000000001,0.0,0.01,PASS
leaf_parent_142_25_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,operating_profit,current,11102.25,11102.25,0.0,0.01,PASS
leaf_parent_142_25_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,operating_profit,previous,9833.96,9833.96,0.0,0.01,PASS
leaf_parent_142_25_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,operating_profit,yoy_delta,1268.2900000000009,1268.2900000000009,0.0,0.01,PASS
leaf_parent_142_25_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,ordinary_profit,current,12947.74,12947.74,0.0,0.01,PASS
leaf_parent_142_25_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,ordinary_profit,previous,12200.84,12200.84,0.0,0.01,PASS
leaf_parent_142_25_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,ordinary_profit,yoy_delta,746.8999999999996,746.8999999999996,0.0,0.01,PASS
leaf_parent_142_25_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_including_software,current,12000.35,12000.35,0.0,0.01,PASS
leaf_parent_142_25_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_including_software,previous,12548.87,12548.87,0.0,0.01,PASS
leaf_parent_142_25_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_including_software,yoy_delta,-548.5200000000004,-548.5200000000004,0.0,0.01,PASS
leaf_parent_142_25_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_excluding_software,current,8579.87,8579.87,0.0,0.01,PASS
leaf_parent_142_25_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_excluding_software,previous,9184.83,9184.83,0.0,0.01,PASS
leaf_parent_142_25_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,142,,25,capex_excluding_software,yoy_delta,-604.9599999999991,-604.9599999999991,0.0,0.01,PASS
leaf_parent_134_26_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,sales,current,183358.43,183358.43,0.0,0.01,PASS
leaf_parent_134_26_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,sales,previous,172112.02,172112.02,0.0,0.01,PASS
leaf_parent_134_26_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,sales,yoy_delta,11246.410000000003,11246.410000000007,3.637978807091713e-12,0.01,PASS
leaf_parent_134_26_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,operating_profit,current,8061.81,8061.81,0.0,0.01,PASS
leaf_parent_134_26_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,operating_profit,previous,5176.37,5176.37,0.0,0.01,PASS
leaf_parent_134_26_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,operating_profit,yoy_delta,2885.4400000000005,2885.4400000000005,0.0,0.01,PASS
leaf_parent_134_26_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,ordinary_profit,current,8632.9,8632.9,0.0,0.01,PASS
leaf_parent_134_26_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,ordinary_profit,previous,5735.09,5735.09,0.0,0.01,PASS
leaf_parent_134_26_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,ordinary_profit,yoy_delta,2897.8099999999995,2897.8100000000004,9.094947017729282e-13,0.01,PASS
leaf_parent_134_26_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_including_software,current,24868.6,24868.6,0.0,0.01,PASS
leaf_parent_134_26_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_including_software,previous,24761.78,24761.78,0.0,0.01,PASS
leaf_parent_134_26_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_including_software,yoy_delta,106.81999999999971,106.81999999999994,2.2737367544323206e-13,0.01,PASS
leaf_parent_134_26_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_excluding_software,current,23451.25,23451.25,0.0,0.01,PASS
leaf_parent_134_26_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_excluding_software,previous,23518.22,23518.219999999998,-3.637978807091713e-12,0.01,PASS
leaf_parent_134_26_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,26,capex_excluding_software,yoy_delta,-66.97000000000116,-66.96999999999707,4.092726157978177e-12,0.01,PASS
leaf_parent_134_19_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,sales,current,72156.14,72156.14,0.0,0.01,PASS
leaf_parent_134_19_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,sales,previous,64201.3,64201.3,0.0,0.01,PASS
leaf_parent_134_19_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,sales,yoy_delta,7954.8399999999965,7954.839999999999,2.7284841053187847e-12,0.01,PASS
leaf_parent_134_19_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,operating_profit,current,2696.97,2696.9700000000003,4.547473508864641e-13,0.01,PASS
leaf_parent_134_19_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,operating_profit,previous,2238.15,2238.15,0.0,0.01,PASS
leaf_parent_134_19_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,operating_profit,yoy_delta,458.8199999999997,458.82000000000005,3.410605131648481e-13,0.01,PASS
leaf_parent_134_19_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,ordinary_profit,current,3101.61,3101.6099999999997,-4.547473508864641e-13,0.01,PASS
leaf_parent_134_19_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,ordinary_profit,previous,2805.23,2805.23,0.0,0.01,PASS
leaf_parent_134_19_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,ordinary_profit,yoy_delta,296.3800000000001,296.3799999999998,-2.8421709430404007e-13,0.01,PASS
leaf_parent_134_19_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_including_software,current,3408.26,3408.26,0.0,0.01,PASS
leaf_parent_134_19_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_including_software,previous,2779.02,2779.02,0.0,0.01,PASS
leaf_parent_134_19_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_including_software,yoy_delta,629.2400000000002,629.24,-2.2737367544323206e-13,0.01,PASS
leaf_parent_134_19_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_excluding_software,current,3282.64,3282.64,0.0,0.01,PASS
leaf_parent_134_19_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_excluding_software,previous,2741.64,2741.64,0.0,0.01,PASS
leaf_parent_134_19_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,19,capex_excluding_software,yoy_delta,541.0,540.9999999999998,-2.2737367544323206e-13,0.01,PASS
leaf_parent_134_24_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,sales,current,32382.51,32382.51,0.0,0.01,PASS
leaf_parent_134_24_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,sales,previous,30823.07,30823.07,0.0,0.01,PASS
leaf_parent_134_24_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,sales,yoy_delta,1559.4399999999987,1559.44,1.3642420526593924e-12,0.01,PASS
leaf_parent_134_24_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,operating_profit,current,1350.42,1350.42,0.0,0.01,PASS
leaf_parent_134_24_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,operating_profit,previous,521.89,521.89,0.0,0.01,PASS
leaf_parent_134_24_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,operating_profit,yoy_delta,828.5300000000001,828.5300000000001,0.0,0.01,PASS
leaf_parent_134_24_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,ordinary_profit,current,1504.69,1504.69,0.0,0.01,PASS
leaf_parent_134_24_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,ordinary_profit,previous,712.23,712.23,0.0,0.01,PASS
leaf_parent_134_24_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,ordinary_profit,yoy_delta,792.46,792.46,0.0,0.01,PASS
leaf_parent_134_24_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_including_software,current,3007.88,3007.88,0.0,0.01,PASS
leaf_parent_134_24_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_including_software,previous,4333.58,4333.58,0.0,0.01,PASS
leaf_parent_134_24_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_including_software,yoy_delta,-1325.6999999999998,-1325.6999999999998,0.0,0.01,PASS
leaf_parent_134_24_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_excluding_software,current,2740.98,2740.98,0.0,0.01,PASS
leaf_parent_134_24_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_excluding_software,previous,4111.19,4111.19,0.0,0.01,PASS
leaf_parent_134_24_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,24,capex_excluding_software,yoy_delta,-1370.2099999999996,-1370.21,-4.547473508864641e-13,0.01,PASS
leaf_parent_134_25_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,sales,current,78819.78,78819.78,0.0,0.01,PASS
leaf_parent_134_25_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,sales,previous,77087.65,77087.65,0.0,0.01,PASS
leaf_parent_134_25_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,sales,yoy_delta,1732.1300000000047,1732.1300000000065,1.8189894035458565e-12,0.01,PASS
leaf_parent_134_25_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,operating_profit,current,4014.42,4014.42,0.0,0.01,PASS
leaf_parent_134_25_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,operating_profit,previous,2416.33,2416.33,0.0,0.01,PASS
leaf_parent_134_25_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,operating_profit,yoy_delta,1598.0900000000001,1598.09,-2.2737367544323206e-13,0.01,PASS
leaf_parent_134_25_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,ordinary_profit,current,4026.6,4026.6,0.0,0.01,PASS
leaf_parent_134_25_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,ordinary_profit,previous,2217.63,2217.63,0.0,0.01,PASS
leaf_parent_134_25_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,ordinary_profit,yoy_delta,1808.9699999999998,1808.97,2.2737367544323206e-13,0.01,PASS
leaf_parent_134_25_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_including_software,current,18452.46,18452.46,0.0,0.01,PASS
leaf_parent_134_25_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_including_software,previous,17649.18,17649.18,0.0,0.01,PASS
leaf_parent_134_25_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_including_software,yoy_delta,803.2799999999988,803.280000000001,2.1600499167107046e-12,0.01,PASS
leaf_parent_134_25_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_excluding_software,current,17427.63,17427.63,0.0,0.01,PASS
leaf_parent_134_25_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_excluding_software,previous,16665.39,16665.39,0.0,0.01,PASS
leaf_parent_134_25_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,134,,25,capex_excluding_software,yoy_delta,762.2400000000016,762.2400000000005,-1.1368683772161603e-12,0.01,PASS
leaf_parent_129_26_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,sales,current,1275430.17,1275430.17,0.0,0.01,PASS
leaf_parent_129_26_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,sales,previous,1275880.59,1275880.5899999999,-2.3283064365386963e-10,0.01,PASS
leaf_parent_129_26_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,sales,yoy_delta,-450.4200000001583,-450.4199999999255,2.3283064365386963e-10,0.01,PASS
leaf_parent_129_26_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,operating_profit,current,36377.3,36377.3,0.0,0.01,PASS
leaf_parent_129_26_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,operating_profit,previous,36324.96,36324.96,0.0,0.01,PASS
leaf_parent_129_26_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,operating_profit,yoy_delta,52.34000000000378,52.340000000001965,-1.8189894035458565e-12,0.01,PASS
leaf_parent_129_26_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,ordinary_profit,current,50390.43,50390.43000000001,7.275957614183426e-12,0.01,PASS
leaf_parent_129_26_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,ordinary_profit,previous,47205.72,47205.72,0.0,0.01,PASS
leaf_parent_129_26_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,ordinary_profit,yoy_delta,3184.709999999999,3184.7100000000028,3.637978807091713e-12,0.01,PASS
leaf_parent_129_26_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_including_software,current,21340.72,21340.72,0.0,0.01,PASS
leaf_parent_129_26_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_including_software,previous,20892.74,20892.74,0.0,0.01,PASS
leaf_parent_129_26_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_including_software,yoy_delta,447.97999999999956,447.97999999999956,0.0,0.01,PASS
leaf_parent_129_26_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_excluding_software,current,18264.37,18264.370000000003,3.637978807091713e-12,0.01,PASS
leaf_parent_129_26_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_excluding_software,previous,18662.33,18662.33,0.0,0.01,PASS
leaf_parent_129_26_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,26,capex_excluding_software,yoy_delta,-397.96000000000276,-397.9599999999991,3.637978807091713e-12,0.01,PASS
leaf_parent_129_19_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,sales,current,544052.96,544052.96,0.0,0.01,PASS
leaf_parent_129_19_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,sales,previous,530647.57,530647.57,0.0,0.01,PASS
leaf_parent_129_19_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,sales,yoy_delta,13405.390000000014,13405.389999999985,-2.9103830456733704e-11,0.01,PASS
leaf_parent_129_19_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,operating_profit,current,15520.21,15520.21,0.0,0.01,PASS
leaf_parent_129_19_operating_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,operating_profit,previous,16424.12,16424.12,0.0,0.01,PASS
leaf_parent_129_19_operating_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,operating_profit,yoy_delta,-903.9099999999999,-903.909999999999,9.094947017729282e-13,0.01,PASS
leaf_parent_129_19_ordinary_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,ordinary_profit,current,18653.57,18653.57,0.0,0.01,PASS
leaf_parent_129_19_ordinary_profit_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,ordinary_profit,previous,18657.64,18657.64,0.0,0.01,PASS
leaf_parent_129_19_ordinary_profit_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,ordinary_profit,yoy_delta,-4.069999999999709,-4.069999999999709,0.0,0.01,PASS
leaf_parent_129_19_capex_including_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_including_software,current,8261.16,8261.16,0.0,0.01,PASS
leaf_parent_129_19_capex_including_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_including_software,previous,7133.92,7133.92,0.0,0.01,PASS
leaf_parent_129_19_capex_including_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_including_software,yoy_delta,1127.2399999999998,1127.2399999999998,0.0,0.01,PASS
leaf_parent_129_19_capex_excluding_software_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_excluding_software,current,7300.41,7300.41,0.0,0.01,PASS
leaf_parent_129_19_capex_excluding_software_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_excluding_software,previous,6805.75,6805.75,0.0,0.01,PASS
leaf_parent_129_19_capex_excluding_software_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,19,capex_excluding_software,yoy_delta,494.65999999999985,494.65999999999985,0.0,0.01,PASS
leaf_parent_129_24_sales_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,24,sales,current,368082.02,368082.02,0.0,0.01,PASS
leaf_parent_129_24_sales_previous,leaf,CHILDREN_TO_MAJOR_PARENT,129,,24,sales,previous,351391.8,351391.8,0.0,0.01,PASS
leaf_parent_129_24_sales_yoy_delta,leaf,CHILDREN_TO_MAJOR_PARENT,129,,24,sales,yoy_delta,16690.22000000003,16690.220000000016,-1.4551915228366852e-11,0.01,PASS
leaf_parent_129_24_operating_profit_current,leaf,CHILDREN_TO_MAJOR_PARENT,129,,24,operating_profit,current,9678.46,9678.46,0.0,0.01,PASS
