release_id,period_code,period,period_end,coverage_scope,source_table_number,estat_sid,taxonomy,industry_code,industry_name,parent_major_code,parent_major_name,capital_size_code,capital_size_name,sales_previous_oku_yen,sales_current_oku_yen,operating_profit_previous_oku_yen,operating_profit_current_oku_yen,operating_profit_yoy_delta_oku_yen,operating_margin_previous_pct,operating_margin_current_pct,sales_change_identity_effect_oku_yen,margin_change_identity_effect_oku_yen,interaction_identity_effect_oku_yen,shapley_sales_effect_oku_yen,shapley_margin_effect_oku_yen,shapley_reconstructed_delta_oku_yen,bridge_residual_oku_yen,bridge_status,shapley_order_count
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,117,窯業・土石製品製造業,108,製造業,24,1億円以上 - 10億円未満,5319.75,6947.2,403.64,686.98,283.34000000000003,7.58757460406974,9.888588208198987,123.48398289393296,122.40817120566561,37.447845900401425,142.20790584413368,141.13209415586633,283.34000000000003,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,117,窯業・土石製品製造業,108,製造業,25,10億円以上,10807.96,11527.47,634.33,889.67,255.33999999999992,5.86910018171792,7.71782533374626,42.22876271747862,199.8094749411622,13.301762341359115,48.87964388815817,206.46035611184175,255.33999999999992,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,118,鉄鋼業,108,製造業,19,1千万円以上 - 1億円未満,4951.45,7465.15,254.74,602.72,347.98,5.144755576649264,8.073782844283103,129.32372093023255,145.02932064325572,73.6269584265118,166.13720014348846,181.84279985651162,347.9800000000001,-5.684341886080802e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,118,鉄鋼業,108,製造業,24,1億円以上 - 10億円未満,5245.22,5338.09,201.8,170.1,-31.700000000000017,3.847312410156295,3.1865330108709298,3.572999035312147,-34.65933320719584,-0.6136658281163181,3.266166121253988,-34.966166121254005,-31.700000000000017,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,118,鉄鋼業,108,製造業,25,10億円以上,33134.36,32429.58,1052.35,871.1,-181.2499999999999,3.176008228316466,2.6861279116164933,-22.383870791528754,-162.31870770450908,3.4525784960380617,-20.65758154350972,-160.59241845649004,-181.24999999999977,-1.1368683772161603e-13,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,119,非鉄金属製造業,108,製造業,19,1千万円以上 - 1億円未満,4034.83,4363.04,124.14,244.12,119.98,3.0767095515796203,5.595181341449998,10.098068419239473,101.61605531922697,8.265876261533569,14.231006550006256,105.74899344999376,119.98000000000002,-1.4210854715202004e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,119,非鉄金属製造業,108,製造業,24,1億円以上 - 10億円未満,7946.9,8534.78,380.13,577.34,197.21000000000004,4.783374649234292,6.764556321311152,28.120502887918608,157.44252629827594,11.646970813805462,33.94398829482134,163.26601170517867,197.21,2.842170943040401e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,119,非鉄金属製造業,108,製造業,25,10億円以上,31393.56,38751.35,777.54,1947.24,1169.7,2.47675000860049,5.02496042073373,182.2340644578059,799.9739646592959,187.49197088289824,275.98004989925505,893.719950100745,1169.7,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,120,金属製品製造業,108,製造業,19,1千万円以上 - 1億円未満,30448.07,25231.38,1248.42,1794.51,546.0899999999999,4.1001613566968285,7.112215027477688,-213.89270747866772,917.1122101169256,-157.12950263825797,-292.4574587977967,838.5474587977966,546.0899999999999,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,120,金属製品製造業,108,製造業,24,1億円以上 - 10億円未満,10222.25,8735.96,832.82,1021.26,188.43999999999994,8.147130034972731,11.690300779765476,-121.08997899679628,362.1917714595764,-52.66179246278012,-147.42087522818633,335.86087522818633,188.44,-5.684341886080802e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,120,金属製品製造業,108,製造業,25,10億円以上,10368.34,10513.39,421.52,517.63,96.11000000000001,4.065453100496319,4.923530849706897,5.89693972226988,88.96841850250016,1.2446417752299388,6.519260609884849,89.59073939011513,96.10999999999999,2.842170943040401e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,154,はん用機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,7932.71,7482.59,590.35,948.9,358.54999999999995,7.441971280936779,12.68143784438276,-33.497801129752624,415.6316880251356,-23.58388689538304,-45.28974457744414,403.8397445774441,358.54999999999995,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,154,はん用機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,4674.72,4685.17,510.99,614.95,103.96000000000004,10.930922065920527,13.125457560771542,1.142281355888675,102.58838968489943,0.22932895921192717,1.2569458354946386,102.70305416450539,103.96000000000002,1.4210854715202004e-14,CALCULABLE,2
