coverage_scope,source_table_number,release_id,period_code,period,period_end,estat_sid,taxonomy,taxonomy_order,industry_code,industry_name,parent_major_code,parent_major_name,is_mutually_exclusive,capital_size_code,capital_size_name,metric_id,raw_value_oku_yen,raw_lag4_value_oku_yen,raw_yoy_delta_oku_yen,raw_yoy_pct,raw_yoy_status,all_industry_yoy_delta_oku_yen,contribution_pct_to_all_net_change,contribution_status,gross_positive_yoy_delta_oku_yen,share_of_gross_positive_pct,positive_share_status
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,7,142,情報通信業,142,情報通信業,True,26,全規模,operating_profit,20832.23,19154.29,1677.9399999999987,8.760126321570771,CALCULABLE,25970.25,6.461008269077112,CALCULABLE,34810.5,4.820212292268133,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,8,134,運輸業、郵便業(集約),134,運輸業、郵便業(集約),True,26,全規模,operating_profit,8061.81,5176.37,2885.4400000000005,55.74253772431261,CALCULABLE,25970.25,11.110559197543344,CALCULABLE,34810.5,8.288993263526812,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,9,129,卸売業・小売業(集約),129,卸売業・小売業(集約),True,26,全規模,operating_profit,36377.3,36324.96,52.34000000000378,0.14408825226512878,CALCULABLE,25970.25,0.20153829863017794,CALCULABLE,34810.5,0.1503569325347346,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,10,155,不動産業、物品賃貸業(集約),155,不動産業、物品賃貸業(集約),True,26,全規模,operating_profit,25824.79,23805.96,2018.8300000000017,8.480355339587241,CALCULABLE,25970.25,7.773625590820273,CALCULABLE,34810.5,5.799485787334286,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,11,137,サービス業(集約),137,サービス業(集約),True,26,全規模,operating_profit,42429.32,45087.77,-2658.449999999997,-5.896166521431412,CALCULABLE,25970.25,-10.236520634187183,CALCULABLE,34810.5,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,1,108,製造業,108,製造業,True,26,全規模,ordinary_profit,129231.15,90447.82,38783.32999999999,42.8792313623479,CALCULABLE,41576.869999999995,93.28102380001187,CALCULABLE,48080.529999999984,80.66327471847752,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,2,105,農林水産業(集約),105,農林水産業(集約),True,26,全規模,ordinary_profit,687.56,171.71,515.8499999999999,300.4193116300739,CALCULABLE,41576.869999999995,1.2407138873128256,CALCULABLE,48080.529999999984,1.0728875076876234,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,3,106,鉱業、採石業、砂利採取業,106,鉱業、採石業、砂利採取業,True,26,全規模,ordinary_profit,1537.53,1748.7,-211.17000000000007,-12.075827757762914,CALCULABLE,41576.869999999995,-0.5079025910319851,CALCULABLE,48080.529999999984,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,4,107,建設業,107,建設業,True,26,全規模,ordinary_profit,39942.71,42455.59,-2512.8799999999974,-5.918843666994144,CALCULABLE,41576.869999999995,-6.043937410391878,CALCULABLE,48080.529999999984,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,5,135,電気業,135,電気業,True,26,全規模,ordinary_profit,-154.36,1877.39,-2031.75,-108.22205295649812,CALCULABLE,41576.869999999995,-4.886731492774709,CALCULABLE,48080.529999999984,0.0,NON_POSITIVE_COMPONENT
