year,pref,計,針葉樹_計,針葉樹_あかまつ・くろまつ,針葉樹_すぎ,針葉樹_ひのき,針葉樹_もみ・つが,針葉樹_からまつ,針葉樹_えぞまつ・とどまつ,針葉樹_その他,広葉樹_計,広葉樹_なら,広葉樹_ぶな,広葉樹_その他
1972,神奈川県,76.0,60.0,16.0,25.0,17.0,2.0,,,0.0,16.0,0.0,0.0,16.0
1972,福井県,372.0,196.0,40.0,141.0,11.0,1.0,,1.0,2.0,176.0,6.0,27.0,143.0
1972,福岡県,487.0,408.0,82.0,225.0,95.0,4.0,,0.0,2.0,79.0,1.0,1.0,77.0
1972,福島県,1425.0,738.0,244.0,317.0,99.0,26.0,,23.0,29.0,687.0,31.0,111.0,545.0
1972,秋田県,1895.0,1266.0,86.0,1121.0,1.0,0.0,,12.0,46.0,629.0,41.0,269.0,319.0
1972,群馬県,720.0,397.0,37.0,176.0,93.0,20.0,,59.0,12.0,323.0,22.0,52.0,249.0
1972,茨城県,485.0,419.0,86.0,208.0,120.0,1.0,,0.0,4.0,66.0,2.0,4.0,60.0
1972,長崎県,292.0,167.0,47.0,59.0,60.0,0.0,,,1.0,125.0,0.0,0.0,125.0
1972,長野県,1485.0,1000.0,137.0,75.0,203.0,140.0,,219.0,226.0,485.0,19.0,46.0,420.0
1972,青森県,1613.0,1043.0,180.0,407.0,3.0,2.0,,19.0,432.0,570.0,15.0,175.0,380.0
1972,静岡県,948.0,812.0,67.0,403.0,257.0,76.0,,1.0,8.0,136.0,1.0,12.0,123.0
1972,香川県,77.0,69.0,54.0,2.0,12.0,0.0,,,1.0,8.0,,,8.0
1972,高知県,1134.0,808.0,115.0,277.0,299.0,103.0,,0.0,14.0,326.0,1.0,6.0,319.0
1972,鳥取県,474.0,239.0,70.0,118.0,50.0,0.0,,0.0,1.0,235.0,4.0,13.0,218.0
1972,鹿児島県,1597.0,723.0,249.0,252.0,183.0,13.0,,1.0,25.0,874.0,2.0,2.0,870.0
1973,三重県,929.0,868.0,70.0,399.0,384.0,13.0,,1.0,1.0,61.0,0.0,0.0,61.0
1973,京都府,337.0,285.0,118.0,83.0,75.0,8.0,,1.0,0.0,52.0,1.0,1.0,50.0
1973,佐賀県,215.0,164.0,27.0,89.0,46.0,1.0,,,1.0,51.0,,,51.0
1973,全国,41584.0,24949.0,4821.0,9786.0,4315.0,833.0,,4316.0,878.0,16635.0,759.0,1486.0,14390.0
1973,兵庫県,449.0,369.0,152.0,149.0,48.0,16.0,,0.0,4.0,80.0,3.0,2.0,75.0
1973,北海道,10056.0,3968.0,9.0,29.0,,,,3813.0,117.0,6088.0,456.0,176.0,5456.0
1973,千葉県,249.0,245.0,91.0,133.0,18.0,2.0,,,1.0,4.0,0.0,0.0,4.0
1973,和歌山県,461.0,387.0,46.0,194.0,102.0,42.0,,1.0,2.0,74.0,2.0,6.0,66.0
1973,埼玉県,246.0,202.0,28.0,104.0,53.0,11.0,,1.0,5.0,44.0,1.0,5.0,38.0
1973,大分県,905.0,815.0,170.0,532.0,103.0,9.0,,0.0,1.0,90.0,1.0,1.0,88.0
1973,大阪府,42.0,40.0,22.0,10.0,8.0,0.0,,,,2.0,0.0,0.0,2.0
1973,奈良県,929.0,812.0,29.0,425.0,319.0,36.0,,0.0,3.0,117.0,2.0,12.0,103.0
1973,宮城県,801.0,455.0,144.0,263.0,29.0,5.0,,8.0,6.0,346.0,5.0,65.0,276.0
1973,宮崎県,1606.0,822.0,109.0,478.0,145.0,73.0,,3.0,14.0,784.0,3.0,4.0,777.0
1973,富山県,123.0,74.0,10.0,60.0,2.0,0.0,,0.0,2.0,49.0,1.0,6.0,42.0
1973,山口県,560.0,364.0,244.0,85.0,34.0,1.0,,0.0,0.0,196.0,2.0,1.0,193.0
1973,山形県,590.0,265.0,37.0,216.0,3.0,0.0,,6.0,3.0,325.0,10.0,107.0,208.0
1973,山梨県,350.0,228.0,41.0,26.0,31.0,87.0,,30.0,13.0,122.0,12.0,15.0,95.0
1973,岐阜県,1259.0,678.0,96.0,146.0,296.0,62.0,,12.0,66.0,581.0,28.0,85.0,468.0
1973,岡山県,648.0,518.0,234.0,148.0,135.0,0.0,,0.0,1.0,130.0,2.0,4.0,124.0
1973,岩手県,2079.0,893.0,409.0,351.0,36.0,1.0,,67.0,29.0,1186.0,62.0,209.0,915.0
1973,島根県,739.0,351.0,229.0,74.0,45.0,1.0,,1.0,1.0,388.0,3.0,4.0,381.0
1973,広島県,798.0,585.0,379.0,96.0,101.0,3.0,,,6.0,213.0,3.0,8.0,202.0
1973,徳島県,599.0,419.0,49.0,290.0,42.0,29.0,,1.0,8.0,180.0,1.0,6.0,173.0
1973,愛媛県,711.0,630.0,196.0,252.0,170.0,11.0,,0.0,1.0,81.0,3.0,3.0,75.0
1973,愛知県,447.0,416.0,49.0,172.0,173.0,8.0,,2.0,12.0,31.0,2.0,0.0,29.0
1973,新潟県,514.0,314.0,58.0,252.0,2.0,0.0,,0.0,2.0,200.0,3.0,41.0,156.0
1973,東京都,121.0,115.0,5.0,65.0,30.0,14.0,,1.0,0.0,6.0,0.0,0.0,6.0
1973,栃木県,726.0,537.0,74.0,257.0,178.0,17.0,,7.0,4.0,189.0,11.0,18.0,160.0
1973,沖縄県,5.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,,,5.0
1973,滋賀県,205.0,174.0,68.0,57.0,47.0,1.0,,0.0,1.0,31.0,1.0,2.0,28.0
1973,熊本県,1123.0,768.0,137.0,388.0,202.0,38.0,,0.0,3.0,355.0,4.0,5.0,346.0
1973,石川県,193.0,161.0,40.0,97.0,3.0,3.0,,0.0,18.0,32.0,0.0,6.0,26.0
1973,神奈川県,59.0,53.0,15.0,24.0,14.0,0.0,,0.0,0.0,6.0,0.0,0.0,6.0
1973,福井県,332.0,200.0,38.0,149.0,9.0,1.0,,1.0,2.0,132.0,6.0,23.0,103.0
1973,福岡県,520.0,432.0,109.0,226.0,92.0,3.0,,0.0,2.0,88.0,1.0,1.0,86.0
1973,福島県,1467.0,769.0,239.0,346.0,107.0,25.0,,28.0,24.0,698.0,37.0,116.0,545.0
1973,秋田県,1838.0,1180.0,55.0,1089.0,1.0,0.0,,10.0,25.0,658.0,27.0,261.0,370.0
1973,群馬県,696.0,368.0,38.0,167.0,87.0,14.0,,54.0,8.0,328.0,27.0,30.0,271.0
1973,茨城県,501.0,424.0,99.0,210.0,107.0,0.0,,0.0,8.0,77.0,0.0,5.0,72.0
1973,長崎県,282.0,159.0,43.0,62.0,53.0,1.0,,,0.0,123.0,0.0,,123.0
1973,長野県,1342.0,938.0,162.0,85.0,205.0,122.0,,251.0,113.0,404.0,20.0,43.0,341.0
1973,青森県,1522.0,921.0,173.0,403.0,1.0,0.0,,16.0,328.0,601.0,13.0,191.0,397.0
1973,静岡県,936.0,789.0,60.0,404.0,248.0,69.0,,1.0,7.0,147.0,1.0,8.0,138.0
1973,香川県,77.0,69.0,59.0,2.0,7.0,0.0,,,1.0,8.0,0.0,0.0,8.0
1973,高知県,1062.0,763.0,92.0,266.0,301.0,94.0,,,10.0,299.0,1.0,4.0,294.0
1973,鳥取県,392.0,256.0,78.0,130.0,46.0,0.0,,0.0,2.0,136.0,3.0,11.0,122.0
1973,鹿児島県,1543.0,706.0,191.0,303.0,177.0,12.0,,,23.0,837.0,1.0,1.0,835.0
1974,三重県,853.0,816.0,63.0,390.0,344.0,13.0,,0.0,6.0,37.0,0.0,1.0,36.0
1974,京都府,332.0,283.0,114.0,82.0,79.0,,,,1.0,49.0,0.0,0.0,49.0
1974,佐賀県,214.0,155.0,28.0,78.0,47.0,2.0,,,0.0,59.0,0.0,,59.0
1974,全国,38874.0,22242.0,4417.0,8553.0,3759.0,654.0,,4019.0,840.0,16632.0,641.0,1272.0,14719.0
1974,兵庫県,450.0,342.0,134.0,144.0,51.0,9.0,,2.0,2.0,108.0,3.0,2.0,103.0
1974,北海道,9895.0,3741.0,14.0,25.0,0.0,,,3587.0,115.0,6154.0,406.0,179.0,5569.0
1974,千葉県,211.0,201.0,73.0,108.0,18.0,1.0,,,1.0,10.0,0.0,0.0,10.0
1974,和歌山県,422.0,329.0,31.0,168.0,103.0,27.0,,0.0,0.0,93.0,2.0,6.0,85.0
1974,埼玉県,226.0,181.0,25.0,94.0,50.0,8.0,,2.0,2.0,45.0,0.0,5.0,40.0
1974,大分県,801.0,728.0,152.0,464.0,99.0,3.0,,8.0,2.0,73.0,1.0,1.0,71.0
1974,大阪府,46.0,44.0,25.0,8.0,11.0,0.0,,,0.0,2.0,0.0,0.0,2.0
1974,奈良県,794.0,662.0,25.0,373.0,230.0,32.0,,0.0,2.0,132.0,2.0,11.0,119.0
1974,宮城県,713.0,395.0,133.0,229.0,17.0,4.0,,4.0,8.0,318.0,3.0,41.0,274.0
1974,宮崎県,1592.0,753.0,113.0,428.0,125.0,72.0,,1.0,14.0,839.0,3.0,7.0,829.0
1974,富山県,117.0,74.0,12.0,53.0,2.0,0.0,,5.0,2.0,43.0,1.0,4.0,38.0
1974,山口県,552.0,348.0,236.0,81.0,28.0,1.0,,0.0,2.0,204.0,2.0,1.0,201.0
1974,山形県,686.0,253.0,31.0,196.0,3.0,0.0,,6.0,17.0,433.0,10.0,87.0,336.0
1974,山梨県,311.0,191.0,19.0,27.0,24.0,48.0,,20.0,53.0,120.0,12.0,13.0,95.0
1974,岐阜県,1104.0,582.0,96.0,111.0,266.0,51.0,,6.0,52.0,522.0,23.0,66.0,433.0
1974,岡山県,585.0,458.0,226.0,110.0,108.0,0.0,,2.0,12.0,127.0,1.0,2.0,124.0
1974,岩手県,1963.0,745.0,359.0,283.0,29.0,0.0,,58.0,16.0,1218.0,46.0,173.0,999.0
1974,島根県,725.0,341.0,221.0,76.0,38.0,1.0,,1.0,4.0,384.0,3.0,2.0,379.0
1974,広島県,791.0,566.0,355.0,81.0,117.0,9.0,,0.0,4.0,225.0,3.0,8.0,214.0
1974,徳島県,497.0,340.0,50.0,222.0,40.0,18.0,,0.0,10.0,157.0,0.0,3.0,154.0
1974,愛媛県,717.0,630.0,228.0,235.0,154.0,10.0,,0.0,3.0,87.0,1.0,3.0,83.0
1974,愛知県,357.0,339.0,36.0,142.0,145.0,5.0,,1.0,10.0,18.0,0.0,0.0,18.0
1974,新潟県,530.0,297.0,52.0,239.0,1.0,1.0,,1.0,3.0,233.0,2.0,37.0,194.0
1974,東京都,112.0,105.0,4.0,60.0,31.0,9.0,,0.0,1.0,7.0,0.0,0.0,7.0
1974,栃木県,632.0,478.0,63.0,232.0,162.0,8.0,,7.0,6.0,154.0,6.0,15.0,133.0
1974,沖縄県,13.0,2.0,,,,,,,2.0,11.0,,,11.0
1974,滋賀県,193.0,156.0,60.0,59.0,37.0,0.0,,0.0,0.0,37.0,1.0,2.0,34.0
1974,熊本県,1069.0,728.0,134.0,372.0,175.0,38.0,,0.0,9.0,341.0,4.0,6.0,331.0
1974,石川県,194.0,153.0,39.0,88.0,4.0,3.0,,2.0,17.0,41.0,0.0,7.0,34.0
1974,神奈川県,52.0,45.0,11.0,17.0,12.0,4.0,,0.0,1.0,7.0,0.0,0.0,7.0
1974,福井県,346.0,194.0,38.0,132.0,8.0,0.0,,14.0,2.0,152.0,7.0,24.0,121.0
1974,福岡県,458.0,363.0,86.0,202.0,68.0,2.0,,1.0,4.0,95.0,1.0,1.0,93.0
1974,福島県,1381.0,703.0,201.0,335.0,100.0,22.0,,21.0,24.0,678.0,33.0,97.0,548.0
1974,秋田県,1590.0,1000.0,57.0,915.0,2.0,0.0,,10.0,16.0,590.0,23.0,214.0,353.0
1974,群馬県,624.0,318.0,42.0,144.0,73.0,10.0,,44.0,5.0,306.0,13.0,31.0,262.0
1974,茨城県,414.0,353.0,86.0,175.0,87.0,1.0,,2.0,2.0,61.0,1.0,4.0,56.0
1974,長崎県,291.0,130.0,38.0,49.0,43.0,0.0,,,0.0,161.0,,,161.0
1974,長野県,1164.0,786.0,115.0,85.0,184.0,106.0,,202.0,94.0,378.0,10.0,34.0,334.0
1974,青森県,1332.0,779.0,147.0,335.0,5.0,,,10.0,282.0,553.0,9.0,168.0,376.0
1974,静岡県,788.0,686.0,52.0,359.0,210.0,55.0,,2.0,8.0,102.0,1.0,7.0,94.0
1974,香川県,75.0,64.0,53.0,3.0,7.0,0.0,,,1.0,11.0,0.0,0.0,11.0
1974,高知県,954.0,616.0,103.0,193.0,244.0,68.0,,,8.0,338.0,2.0,3.0,333.0
1974,鳥取県,347.0,230.0,73.0,116.0,40.0,0.0,,0.0,1.0,117.0,5.0,6.0,106.0
1974,鹿児島県,1361.0,559.0,164.0,235.0,138.0,6.0,,,16.0,802.0,1.0,1.0,800.0
1975,三重県,761.0,721.0,63.0,350.0,295.0,10.0,,0.0,3.0,40.0,1.0,0.0,39.0
1975,京都府,285.0,244.0,96.0,72.0,67.0,4.0,,1.0,4.0,41.0,0.0,0.0,41.0
1975,佐賀県,186.0,151.0,27.0,75.0,49.0,0.0,,0.0,0.0,35.0,0.0,0.0,35.0
1975,全国,34155.0,20858.0,3895.0,8043.0,3548.0,551.0,,3964.0,857.0,13297.0,713.0,1059.0,11525.0
1975,兵庫県,392.0,309.0,115.0,125.0,56.0,8.0,,5.0,0.0,83.0,3.0,4.0,76.0
1975,北海道,8770.0,3765.0,0.0,17.0,,0.0,,3566.0,182.0,5005.0,445.0,142.0,4418.0
1975,千葉県,212.0,207.0,71.0,119.0,15.0,1.0,,,1.0,5.0,0.0,0.0,5.0
1975,和歌山県,367.0,299.0,32.0,155.0,82.0,29.0,,0.0,1.0,68.0,2.0,6.0,60.0
1975,埼玉県,197.0,165.0,19.0,85.0,49.0,10.0,,1.0,1.0,32.0,0.0,4.0,28.0
1975,大分県,725.0,674.0,132.0,436.0,101.0,3.0,,0.0,2.0,51.0,1.0,0.0,50.0
1975,大阪府,40.0,37.0,25.0,7.0,4.0,1.0,,,,3.0,0.0,,3.0
1975,奈良県,724.0,614.0,21.0,341.0,227.0,24.0,,0.0,1.0,110.0,2.0,8.0,100.0
1975,宮城県,589.0,363.0,117.0,221.0,13.0,4.0,,4.0,4.0,226.0,3.0,42.0,181.0
1975,宮崎県,1349.0,696.0,115.0,411.0,103.0,49.0,,3.0,15.0,653.0,5.0,10.0,638.0
1975,富山県,81.0,56.0,9.0,44.0,1.0,0.0,,1.0,1.0,25.0,0.0,3.0,22.0
1975,山口県,497.0,329.0,221.0,74.0,29.0,1.0,,1.0,3.0,168.0,2.0,6.0,160.0
1975,山形県,570.0,231.0,32.0,188.0,3.0,0.0,,6.0,2.0,339.0,15.0,59.0,265.0
1975,山梨県,252.0,172.0,30.0,28.0,25.0,52.0,,24.0,13.0,80.0,9.0,12.0,59.0
1975,岐阜県,970.0,552.0,80.0,108.0,267.0,41.0,,7.0,49.0,418.0,22.0,56.0,340.0
1975,岡山県,509.0,431.0,202.0,114.0,105.0,2.0,,2.0,6.0,78.0,2.0,1.0,75.0
1975,岩手県,1687.0,708.0,334.0,278.0,24.0,1.0,,54.0,17.0,979.0,51.0,150.0,778.0
1975,島根県,600.0,308.0,200.0,70.0,35.0,1.0,,0.0,2.0,292.0,2.0,0.0,290.0
1975,広島県,624.0,453.0,301.0,72.0,71.0,6.0,,,3.0,171.0,1.0,3.0,167.0
1975,徳島県,454.0,326.0,44.0,208.0,50.0,17.0,,0.0,7.0,128.0,1.0,2.0,125.0
1975,愛媛県,570.0,500.0,149.0,199.0,144.0,7.0,,0.0,1.0,70.0,2.0,3.0,65.0
1975,愛知県,342.0,329.0,33.0,141.0,140.0,5.0,,2.0,8.0,13.0,1.0,1.0,11.0
1975,新潟県,495.0,279.0,45.0,224.0,3.0,0.0,,2.0,5.0,216.0,7.0,46.0,163.0
1975,東京都,95.0,85.0,3.0,48.0,26.0,6.0,,1.0,1.0,10.0,0.0,0.0,10.0
1975,栃木県,623.0,448.0,59.0,220.0,146.0,9.0,,6.0,8.0,175.0,17.0,14.0,144.0
1975,沖縄県,3.0,0.0,0.0,,,,,,0.0,3.0,,,3.0
1975,滋賀県,179.0,146.0,55.0,51.0,38.0,1.0,,0.0,1.0,33.0,1.0,2.0,30.0
1975,熊本県,966.0,670.0,110.0,330.0,187.0,29.0,,1.0,13.0,296.0,3.0,4.0,289.0
1975,石川県,174.0,140.0,34.0,80.0,2.0,2.0,,0.0,22.0,34.0,0.0,4.0,30.0
1975,神奈川県,51.0,45.0,9.0,23.0,12.0,0.0,,0.0,1.0,6.0,,0.0,6.0
1975,福井県,264.0,158.0,31.0,113.0,12.0,0.0,,0.0,2.0,106.0,6.0,12.0,88.0
1975,福岡県,390.0,323.0,80.0,171.0,70.0,1.0,,0.0,1.0,67.0,2.0,2.0,63.0
1975,福島県,1247.0,677.0,207.0,317.0,101.0,21.0,,21.0,10.0,570.0,32.0,86.0,452.0
1975,秋田県,1507.0,979.0,50.0,883.0,1.0,0.0,,5.0,40.0,528.0,22.0,172.0,334.0
1975,群馬県,550.0,296.0,31.0,116.0,65.0,10.0,,62.0,12.0,254.0,19.0,28.0,207.0
1975,茨城県,427.0,385.0,106.0,188.0,88.0,1.0,,0.0,2.0,42.0,0.0,0.0,42.0
1975,長崎県,231.0,123.0,34.0,43.0,44.0,1.0,,,1.0,108.0,0.0,,108.0
1975,長野県,999.0,703.0,101.0,71.0,179.0,77.0,,177.0,98.0,296.0,9.0,27.0,260.0
1975,青森県,1149.0,722.0,122.0,308.0,5.0,0.0,,9.0,278.0,427.0,16.0,135.0,276.0
1975,静岡県,719.0,639.0,44.0,340.0,198.0,49.0,,3.0,5.0,80.0,1.0,5.0,74.0
1975,香川県,54.0,50.0,29.0,16.0,5.0,,,,0.0,4.0,0.0,0.0,4.0
1975,高知県,862.0,582.0,79.0,197.0,238.0,58.0,,0.0,10.0,280.0,1.0,3.0,276.0
1975,鳥取県,309.0,220.0,66.0,110.0,43.0,0.0,,0.0,1.0,89.0,6.0,6.0,77.0
1975,鹿児島県,1108.0,548.0,132.0,256.0,130.0,10.0,,,20.0,560.0,1.0,1.0,558.0
1976,三重県,788.0,759.0,68.0,383.0,293.0,13.0,,0.0,2.0,29.0,1.0,1.0,27.0
1976,京都府,254.0,211.0,83.0,63.0,58.0,5.0,,0.0,2.0,43.0,0.0,0.0,43.0
1976,佐賀県,183.0,147.0,28.0,78.0,40.0,0.0,,,1.0,36.0,0.0,1.0,35.0
1976,全国,35271.0,21388.0,3856.0,8425.0,3572.0,566.0,,4050.0,919.0,13883.0,646.0,1122.0,12115.0
1976,兵庫県,409.0,316.0,110.0,136.0,57.0,11.0,,0.0,2.0,93.0,1.0,3.0,89.0
1976,北海道,8952.0,3878.0,4.0,17.0,0.0,0.0,,3637.0,220.0,5074.0,412.0,152.0,4510.0
1976,千葉県,201.0,196.0,62.0,116.0,13.0,3.0,,0.0,2.0,5.0,0.0,,5.0
1976,和歌山県,382.0,306.0,39.0,149.0,92.0,25.0,,0.0,1.0,76.0,2.0,6.0,68.0
1976,埼玉県,201.0,169.0,20.0,93.0,47.0,6.0,,1.0,2.0,32.0,0.0,3.0,29.0
1976,大分県,719.0,665.0,111.0,448.0,101.0,3.0,,0.0,2.0,54.0,1.0,1.0,52.0
1976,大阪府,38.0,37.0,25.0,6.0,6.0,0.0,,,0.0,1.0,0.0,,1.0
1976,奈良県,680.0,578.0,24.0,317.0,207.0,26.0,,3.0,1.0,102.0,2.0,1.0,99.0
1976,宮城県,659.0,395.0,117.0,236.0,19.0,10.0,,9.0,4.0,264.0,4.0,54.0,206.0
1976,宮崎県,1454.0,776.0,108.0,469.0,132.0,52.0,,1.0,14.0,678.0,4.0,5.0,669.0
1976,富山県,82.0,54.0,8.0,43.0,1.0,0.0,,1.0,1.0,28.0,0.0,3.0,25.0
1976,山口県,501.0,334.0,223.0,79.0,26.0,2.0,,1.0,3.0,167.0,2.0,6.0,159.0
1976,山形県,526.0,255.0,34.0,209.0,4.0,0.0,,7.0,1.0,271.0,14.0,74.0,183.0
1976,山梨県,235.0,153.0,32.0,22.0,23.0,48.0,,19.0,9.0,82.0,9.0,12.0,61.0
1976,岐阜県,979.0,567.0,83.0,127.0,258.0,48.0,,8.0,43.0,412.0,19.0,53.0,340.0
1976,岡山県,523.0,436.0,201.0,113.0,112.0,3.0,,1.0,6.0,87.0,1.0,1.0,85.0
1976,岩手県,1750.0,712.0,319.0,276.0,25.0,1.0,,63.0,28.0,1038.0,56.0,151.0,831.0
1976,島根県,629.0,292.0,186.0,69.0,35.0,1.0,,0.0,1.0,337.0,3.0,1.0,333.0
1976,広島県,637.0,446.0,294.0,69.0,75.0,6.0,,,2.0,191.0,2.0,5.0,184.0
1976,徳島県,441.0,311.0,48.0,206.0,38.0,13.0,,1.0,5.0,130.0,2.0,3.0,125.0
1976,愛媛県,584.0,510.0,158.0,204.0,138.0,9.0,,,1.0,74.0,1.0,4.0,69.0
1976,愛知県,345.0,328.0,39.0,145.0,129.0,6.0,,1.0,8.0,17.0,0.0,,17.0
1976,新潟県,503.0,294.0,43.0,243.0,1.0,1.0,,2.0,4.0,209.0,2.0,29.0,178.0
1976,東京都,91.0,82.0,4.0,47.0,26.0,2.0,,1.0,2.0,9.0,0.0,1.0,8.0
1976,栃木県,681.0,525.0,68.0,281.0,156.0,10.0,,4.0,6.0,156.0,8.0,14.0,134.0
1976,沖縄県,9.0,3.0,2.0,,,,,,1.0,6.0,,,6.0
1976,滋賀県,188.0,155.0,58.0,55.0,41.0,0.0,,0.0,1.0,33.0,1.0,2.0,30.0
1976,熊本県,975.0,678.0,112.0,348.0,187.0,23.0,,0.0,8.0,297.0,3.0,5.0,289.0
1976,石川県,164.0,131.0,36.0,71.0,2.0,2.0,,1.0,19.0,33.0,0.0,5.0,28.0
1976,神奈川県,42.0,38.0,8.0,15.0,15.0,0.0,,0.0,0.0,4.0,0.0,0.0,4.0
1976,福井県,245.0,146.0,27.0,113.0,5.0,0.0,,0.0,1.0,99.0,2.0,16.0,81.0
1976,福岡県,408.0,334.0,77.0,182.0,72.0,2.0,,0.0,1.0,74.0,2.0,1.0,71.0
1976,福島県,1379.0,694.0,191.0,329.0,104.0,18.0,,19.0,33.0,685.0,19.0,86.0,580.0
1976,秋田県,1552.0,995.0,61.0,904.0,9.0,0.0,,6.0,15.0,557.0,22.0,193.0,342.0
1976,群馬県,559.0,300.0,35.0,134.0,61.0,11.0,,49.0,10.0,259.0,16.0,24.0,219.0
1976,茨城県,449.0,394.0,99.0,194.0,96.0,1.0,,2.0,2.0,55.0,1.0,0.0,54.0
1976,長崎県,227.0,120.0,28.0,46.0,44.0,1.0,,,1.0,107.0,0.0,,107.0
1976,長野県,1008.0,705.0,90.0,73.0,160.0,85.0,,198.0,99.0,303.0,10.0,29.0,264.0
1976,青森県,1336.0,790.0,124.0,321.0,5.0,1.0,,11.0,328.0,546.0,17.0,162.0,367.0
1976,静岡県,725.0,644.0,51.0,339.0,198.0,45.0,,2.0,9.0,81.0,2.0,4.0,75.0
1976,香川県,56.0,49.0,36.0,4.0,9.0,0.0,,,,7.0,0.0,,7.0
1976,高知県,894.0,616.0,69.0,214.0,261.0,64.0,,0.0,8.0,278.0,1.0,4.0,273.0
1976,鳥取県,321.0,219.0,62.0,115.0,40.0,0.0,,2.0,0.0,102.0,4.0,6.0,92.0
1976,鹿児島県,1307.0,645.0,151.0,324.0,151.0,9.0,,0.0,10.0,662.0,0.0,1.0,661.0
1977,三重県,576.0,551.0,51.0,300.0,188.0,8.0,,0.0,4.0,25.0,1.0,1.0,23.0
1977,京都府,246.0,200.0,83.0,62.0,51.0,4.0,,0.0,0.0,46.0,0.0,1.0,45.0
1977,佐賀県,173.0,149.0,25.0,81.0,43.0,0.0,,0.0,0.0,24.0,,,24.0
1977,全国,33793.0,20464.0,3697.0,8177.0,3398.0,505.0,,3862.0,825.0,13329.0,610.0,1034.0,11685.0
1977,兵庫県,367.0,296.0,111.0,128.0,48.0,8.0,,0.0,1.0,71.0,1.0,2.0,68.0
1977,北海道,8444.0,3631.0,2.0,15.0,0.0,,,3514.0,100.0,4813.0,369.0,140.0,4304.0
1977,千葉県,176.0,171.0,51.0,105.0,13.0,0.0,,0.0,2.0,5.0,0.0,1.0,4.0
1977,和歌山県,397.0,325.0,35.0,147.0,118.0,24.0,,0.0,1.0,72.0,2.0,10.0,60.0
1977,埼玉県,175.0,146.0,18.0,77.0,45.0,4.0,,1.0,1.0,29.0,0.0,1.0,28.0
1977,大分県,689.0,624.0,108.0,425.0,83.0,6.0,,0.0,2.0,65.0,1.0,1.0,63.0
1977,大阪府,31.0,31.0,21.0,4.0,6.0,0.0,,,0.0,0.0,0.0,,0.0
1977,奈良県,664.0,598.0,24.0,332.0,214.0,20.0,,,8.0,66.0,1.0,4.0,61.0
1977,宮城県,641.0,348.0,102.0,218.0,16.0,4.0,,3.0,5.0,293.0,5.0,66.0,222.0
1977,宮崎県,1445.0,754.0,100.0,479.0,116.0,44.0,,1.0,14.0,691.0,6.0,5.0,680.0
1977,富山県,80.0,54.0,7.0,44.0,1.0,0.0,,1.0,1.0,26.0,1.0,5.0,20.0
1977,山口県,506.0,328.0,219.0,78.0,28.0,1.0,,1.0,1.0,178.0,3.0,1.0,174.0
1977,山形県,512.0,248.0,24.0,212.0,4.0,0.0,,5.0,3.0,264.0,20.0,72.0,172.0
1977,山梨県,229.0,152.0,28.0,26.0,25.0,40.0,,19.0,14.0,77.0,10.0,12.0,55.0
1977,岐阜県,1023.0,584.0,79.0,132.0,255.0,48.0,,6.0,64.0,439.0,19.0,52.0,368.0
1977,岡山県,528.0,441.0,183.0,128.0,124.0,0.0,,1.0,5.0,87.0,1.0,1.0,85.0
1977,岩手県,1709.0,682.0,312.0,275.0,20.0,1.0,,50.0,24.0,1027.0,54.0,155.0,818.0
1977,島根県,632.0,295.0,183.0,73.0,34.0,1.0,,1.0,3.0,337.0,2.0,1.0,334.0
1977,広島県,622.0,403.0,257.0,70.0,71.0,2.0,,0.0,3.0,219.0,2.0,7.0,210.0
1977,徳島県,424.0,313.0,48.0,207.0,40.0,13.0,,,5.0,111.0,1.0,2.0,108.0
1977,愛媛県,602.0,531.0,184.0,197.0,141.0,7.0,,0.0,2.0,71.0,3.0,3.0,65.0
1977,愛知県,321.0,297.0,35.0,139.0,111.0,4.0,,1.0,7.0,24.0,0.0,0.0,24.0
1977,新潟県,445.0,265.0,43.0,214.0,3.0,0.0,,1.0,4.0,180.0,3.0,30.0,147.0
1977,東京都,99.0,88.0,4.0,47.0,27.0,7.0,,1.0,2.0,11.0,1.0,0.0,10.0
1977,栃木県,656.0,506.0,67.0,261.0,159.0,8.0,,3.0,8.0,150.0,6.0,15.0,129.0
1977,沖縄県,26.0,1.0,1.0,0.0,0.0,,,,,25.0,,,25.0
1977,滋賀県,204.0,176.0,72.0,55.0,46.0,1.0,,0.0,2.0,28.0,1.0,1.0,26.0
1977,熊本県,935.0,681.0,102.0,366.0,181.0,27.0,,0.0,5.0,254.0,3.0,4.0,247.0
1977,石川県,170.0,140.0,36.0,77.0,5.0,4.0,,,18.0,30.0,0.0,3.0,27.0
1977,神奈川県,41.0,38.0,8.0,12.0,18.0,0.0,,0.0,0.0,3.0,,,3.0
1977,福井県,249.0,145.0,30.0,103.0,10.0,0.0,,0.0,2.0,104.0,3.0,12.0,89.0
1977,福岡県,411.0,345.0,75.0,185.0,77.0,4.0,,0.0,4.0,66.0,1.0,2.0,63.0
1977,福島県,1288.0,689.0,218.0,305.0,93.0,16.0,,19.0,38.0,599.0,24.0,63.0,512.0
1977,秋田県,1520.0,954.0,58.0,867.0,2.0,0.0,,6.0,21.0,566.0,28.0,160.0,378.0
1977,群馬県,523.0,291.0,34.0,129.0,57.0,9.0,,50.0,12.0,232.0,7.0,18.0,207.0
